1	72287107.7270920	-11513980.3467803	0	0	1
2	72279165.2195904	-11517361.1829607	0	3	1
3	72276047.8764341	-11518658.7969780	0	3	0
4	72274310.5011387	-11518331.7728588	0	3	1
5	72273974.0402161	-11517415.8513739	0	3	1
6	72274030.1170365	-11516406.4685131	0	3	1
7	72277058.2288316	-11514930.0491621	0	3	1
8	72277656.3815829	-11513715.0512740	0	3	1
9	72276234.5375123	-11510534.8392349	0	3	1
10	72274738.8480610	-11509714.6224103	0	3	1
11	72270155.2836134	-11511741.0404477	0	3	1
12	72267308.6488513	-11513236.7299515	0	3	1
13	72267067.4086172	-11514635.9233583	0	3	1
14	72268804.3383026	-11517241.3179778	0	3	1
15	72270010.5394730	-11518158.0308995	0	3	1
16	72271223.8938453	-11517790.1863180	0	3	1
17	72272251.9688865	-11517734.1094924	0	3	1
18	72272588.4298091	-11518332.2622989	0	3	0
19	72272332.2799074	-11521059.4885437	0	3	1
20	72269416.7868848	-11522045.0111049	0	3	1
21	72267845.6733975	-11522892.0211149	0	1	4
22	72268486.2389059	-11523944.5765303	0	2	4
23	72282969.1285525	-11516968.7747436	0	3	1
24	72287473.8257926	-11514799.0506192	0	1	1
25	72292000.3962576	-11512660.2916738	0	2	1
26	72301570.1363916	-11508045.4077098	0	3	1
27	72306073.8137002	-11505873.5673150	0	1	2
28	72309221.7016425	-11506419.2880107	0	2	2
29	72311863.3480628	-11510468.1174278	0	3	8
30	72313624.2982118	-11512844.6786968	0	3	1
31	72316601.0192261	-11516862.0325526	0	1	2
32	72316342.7992783	-11519518.6668105	0	2	2
33	72305674.6735459	-11525783.3775876	0	3	1
34	72301363.1213441	-11528315.2775878	0	1	3
35	72300520.1013062	-11530909.4134138	0	2	3
36	72307356.8462850	-11541279.3072013	0	3	1
37	72310108.9862096	-11545453.7204337	0	1	1
38	72312034.3872297	-11548484.4273462	0	2	1
39	72320856.7747377	-11561515.8142017	0	3	1
40	72323659.8554022	-11565656.1932650	0	1	3
41	72326907.8673105	-11567547.6367850	0	2	3
42	72338274.3425402	-11560867.0234975	0	3	1
43	72342584.9329233	-11558333.4863359	0	1	1
44	72346687.3573296	-11555754.7843930	0	2	1
45	72368293.8258709	-11542558.9114418	0	3	1
46	72372560.9449000	-11539952.8233405	0	1	3
47	72371865.0027268	-11536566.9028103	0	2	3
48	72367791.7531326	-11532656.2142439	0	3	1
49	72364153.5223405	-11528652.9121044	0	3	1
50	72360618.1129780	-11527260.6275983	0	3	9
51	72356404.3282025	-11522930.8168592	0	3	1
52	72355062.8745973	-11519671.4814883	0	3	1
53	72344988.4000406	-11510887.8508290	0	3	1
54	72341219.6763682	-11507602.0142716	0	1	3
55	72338058.9066229	-11507689.9484038	0	2	3
56	72325515.0829508	-11514875.4467005	0	3	1
57	72321176.4917870	-11517360.7287193	0	1	3
58	72319671.1569555	-11521234.2392280	0	2	3
59	72325726.0010346	-11529805.2365931	0	3	1
60	72328610.9204710	-11533889.0142371	0	1	1
61	72331347.7555230	-11538355.8253187	0	2	1
62	72339231.3228023	-11550754.0835146	0	3	1
63	72341914.1902294	-11554973.3515043	0	1	2
64	72341490.9184575	-11556967.5181797	0	2	2
65	72330286.1708659	-11563649.6759592	0	3	1
66	72325991.8413634	-11566210.6785215	0	1	1
67	72323258.0581970	-11567853.7420218	0	2	1
68	72314548.6978219	-11572967.4941204	0	3	1
69	72310236.9941895	-11575499.1362330	0	1	1
70	72305856.9624572	-11577894.6309229	0	2	1
71	72290845.5046478	-11585218.4483850	0	3	1
72	72286351.7986822	-11587410.8458615	0	1	1
73	72283136.7562845	-11588891.9966277	0	2	1
74	72278095.6513641	-11591187.8892084	0	3	1
75	72273545.3439984	-11593260.2557006	0	1	1
76	72270305.1424000	-11594715.5573887	0	2	1
77	72262641.7921153	-11598100.0128494	0	3	1
78	72258067.9893618	-11600119.9951195	0	1	1
79	72254930.2884777	-11601577.2301499	0	2	1
80	72247520.0126344	-11604860.1402113	0	3	1
81	72242948.5435803	-11606885.3983893	0	1	1
82	72238946.9293966	-11608223.6580624	0	2	1
83	72237287.6169827	-11609660.2910158	0	1	3
84	72236316.9344041	-11613519.6490585	0	2	3
85	72248223.9930465	-11635592.6040925	0	3	1
86	72272904.5841079	-11681024.5835813	0	3	1
87	72323388.1283336	-11784746.1079473	0	3	1
88	72328157.6778660	-11814341.7784063	0	3	1
89	72329463.4215302	-11823135.2920103	0	1	3
90	72336269.1520906	-11826091.1467701	0	2	3
91	72350622.0473640	-11827748.8021151	0	3	1
92	72374779.8798771	-11827781.8640398	0	3	1
93	72428970.8709877	-11823273.6790839	0	3	1
94	72440075.0442930	-11818095.0584820	0	3	9
95	72444340.5285974	-11816152.7167300	0	3	9
96	72444491.0117618	-11814415.3204229	0	3	9
97	72439467.7143345	-11801391.5964151	0	3	9
98	72437687.2729890	-11796712.5612331	0	3	9
99	72437042.6930230	-11795796.1529600	0	3	9
100	72433929.7868222	-11796721.7952793	0	3	9
101	72433386.0354529	-11797966.0655599	0	3	9
102	72438103.2192350	-11812413.0437709	0	3	9
103	72439470.8069726	-11816853.0965513	0	3	9
104	72437854.0074478	-11818864.0258054	0	3	1
105	72418397.5973547	-11826939.9036654	0	3	1
106	72377438.3018594	-11827353.9070473	0	3	1
107	72336529.1591712	-11825223.5608604	0	3	1
108	72332205.3582389	-11824620.9663761	0	1	2
109	72329740.4828226	-11819557.3135342	0	2	2
110	72326129.7088048	-11790279.0888527	0	3	1
111	72306135.9016440	-11739614.3391533	0	3	1
112	72250958.6077814	-11637651.3498170	0	3	1
113	72239884.8182318	-11617205.1861905	0	3	1
114	72237503.6046128	-11612808.6168801	0	1	2
115	72238029.2923121	-11610740.3354195	0	2	2
116	72239702.2669930	-11609937.8014867	0	1	1
117	72243582.8576219	-11608292.8093262	0	2	1
118	72250895.9747176	-11605123.3721347	0	3	1
119	72255483.6567655	-11603135.1132411	0	1	1
120	72258904.9921181	-11601556.8263778	0	2	1
121	72266161.5295578	-11598144.1424830	0	3	1
122	72270686.1411583	-11596016.2585896	0	1	1
123	72273998.6873417	-11594740.0805476	0	2	1
124	72279209.2281959	-11592399.1312737	0	3	1
125	72283770.0776827	-11590350.0700353	0	1	1
126	72286932.3054302	-11588943.8515638	0	2	1
127	72302216.7739844	-11581022.8481610	0	3	1
128	72306656.0541198	-11578722.2413107	0	1	3
129	72307500.3332746	-11574758.9578544	0	2	3
130	72286900.0350333	-11550002.0361494	0	3	1
131	72283701.9055593	-11546158.6043668	0	1	1
132	72278083.2273841	-11539325.9333981	0	2	1
133	72277395.1952333	-11538551.0248290	0	3	1
134	72275679.9905442	-11535886.9883358	0	7	0
